shipment_id,dispatch_date,day_of_week,is_weekend,region,transport_mode,carrier,product_category,distance_km,shipment_weight_kg,transportation_cost_usd,promised_delivery_days,delivery_time_days,delay_days,is_delayed,fuel_surcharge_pct,damaged_in_transit,customer_satisfaction
SHP1555,2026-06-02,Tuesday,False,South,Sea,Carrier C,Electronics,2649.7,100.2,218.25,10.0,8.01,-1.99,False,10.3,False,4.0
SHP1556,2026-02-13,Friday,False,North,Sea,Carrier C,Textiles,4891.7,463.3,245.99,10.0,11.44,1.44,True,7.9,False,3.5
SHP1557,2026-05-20,Wednesday,False,North,Road,Carrier D,Consumer Goods,552.7,438.8,49.47,3.0,1.39,-1.61,False,8.8,False,5.0
SHP1558,2026-03-31,Tuesday,False,West,Road,Carrier A,Consumer Goods,489.8,118.7,30.25,3.0,1.8,-1.2,False,8.7,False,4.0
SHP1559,2026-04-11,Saturday,True,West,Road,Carrier D,Textiles,485.1,555.1,53.73,3.0,3.11,0.11,True,8.7,False,4.5
SHP1560,2026-04-07,Tuesday,False,West,Road,Carrier A,Textiles,786.5,155.6,29.58,3.0,2.35,-0.65,False,7.4,False,5.0
SHP1561,2026-01-09,Friday,False,North,Sea,Carrier B,Electronics,2623.9,45.9,217.34,10.0,7.88,-2.12,False,5.8,False,4.0
SHP1562,2026-01-12,Monday,False,North,Road,Carrier B,Textiles,533.1,339.7,37.7,3.0,0.85,-2.15,False,8.1,False,3.5
SHP1563,2026-03-10,Tuesday,False,North,Road,Carrier D,Textiles,344.3,165.5,28.12,3.0,1.56,-1.44,False,11.4,False,3.5
SHP1564,2026-01-28,Wednesday,False,South,Road,Carrier D,Machinery,62.7,655.7,27.49,3.0,0.66,-2.34,False,7.3,False,4.0
SHP1565,2026-02-25,Wednesday,False,East,Road,Carrier C,Textiles,57.5,355.1,22.42,3.0,0.66,-2.34,False,7.3,False,3.5
SHP1566,2026-04-09,Thursday,False,South,Air,Carrier C,Perishables,1089.8,654.4,331.98,1.5,0.63,-0.87,False,8.8,False,5.0
SHP1567,2026-04-20,Monday,False,East,Road,Carrier B,Electronics,318.3,208.0,29.34,3.0,0.85,-2.15,False,6.1,False,4.5
SHP1568,2026-03-18,Wednesday,False,Central,Road,Carrier D,Perishables,884.6,449.2,58.93,3.0,2.29,-0.71,False,10.5,False,3.5
SHP1569,2026-04-13,Monday,False,South,Road,Carrier B,Electronics,589.7,292.5,35.01,3.0,1.35,-1.65,False,6.3,False,4.0
SHP1570,2026-04-16,Thursday,False,East,Road,Carrier B,Electronics,607.7,249.6,41.52,3.0,2.15,-0.85,False,7.9,False,5.0
SHP1571,2026-04-19,Sunday,True,West,Air,Carrier A,Consumer Goods,1354.0,740.6,491.32,1.5,1.91,0.41,True,13.6,False,4.0
SHP1572,2026-04-22,Wednesday,False,South,Sea,Carrier C,Textiles,3573.6,90.0,192.16,10.0,9.23,-0.77,False,6.2,False,5.0
SHP1573,2026-02-27,Friday,False,West,Sea,Carrier C,Textiles,6267.4,482.0,248.3,10.0,13.51,3.51,True,11.4,False,2.5
SHP1574,2026-03-19,Thursday,False,Central,Air,Carrier B,Consumer Goods,949.9,847.7,403.0,1.5,0.7,-0.8,False,8.7,False,4.0
SHP1575,2026-03-16,Monday,False,Central,Road,Carrier A,Consumer Goods,541.2,357.7,41.55,3.0,1.93,-1.07,False,9.0,False,5.0
SHP1576,2026-02-11,Wednesday,False,North,Rail,Carrier D,Machinery,1464.0,585.1,88.77,4.5,3.95,-0.55,False,6.9,False,4.5
SHP1577,2026-06-15,Monday,False,Central,Road,Carrier A,Consumer Goods,643.2,117.9,31.61,3.0,2.13,-0.87,False,10.1,False,3.5
SHP1578,2026-03-09,Monday,False,East,Road,Carrier C,Perishables,810.3,346.4,45.89,3.0,2.24,-0.76,False,7.8,False,4.0
SHP1579,2026-06-30,Tuesday,False,South,Sea,Carrier D,Perishables,3755.4,610.0,231.9,10.0,9.91,-0.09,False,6.2,False,5.0
SHP1580,2026-02-02,Monday,False,East,Road,Carrier B,Textiles,570.7,296.3,40.06,3.0,2.26,-0.74,False,11.4,False,4.0
SHP1581,2026-03-12,Thursday,False,Central,Sea,Carrier A,Machinery,3631.7,642.2,267.47,10.0,8.96,-1.04,False,7.7,False,4.5
SHP1582,2026-02-25,Wednesday,False,East,Road,Carrier C,Machinery,556.7,521.1,59.38,3.0,2.41,-0.59,False,4.8,False,4.5
SHP1583,2026-04-15,Wednesday,False,South,Rail,Carrier D,Perishables,579.7,1706.4,115.91,4.5,2.85,-1.65,False,8.0,False,4.5
SHP1584,2026-04-11,Saturday,True,West,Rail,Carrier B,Electronics,1177.3,288.0,80.81,4.5,3.89,-0.61,False,10.1,False,4.5
SHP1585,2026-02-20,Friday,False,South,Sea,Carrier D,Machinery,3853.1,2190.2,435.38,10.0,10.21,0.21,True,9.8,False,4.5
SHP1586,2026-03-15,Sunday,True,North,Rail,Carrier A,Electronics,921.9,235.7,78.73,4.5,3.09,-1.41,False,7.2,False,5.0
SHP1587,2026-06-20,Saturday,True,North,Rail,Carrier B,Machinery,1511.2,1151.4,137.66,4.5,5.09,0.59,True,6.5,False,4.0
SHP1588,2026-05-01,Friday,False,North,Road,Carrier C,Machinery,396.9,2177.3,103.55,3.0,2.11,-0.89,False,5.8,False,4.0
SHP1589,2026-05-23,Saturday,True,North,Road,Carrier D,Machinery,691.6,1049.6,92.43,3.0,3.24,0.24,True,8.5,False,4.0
SHP1590,2026-06-15,Monday,False,North,Road,Carrier A,Consumer Goods,711.5,206.5,34.41,3.0,1.96,-1.04,False,8.8,False,4.0
SHP1591,2026-05-23,Saturday,True,West,Air,Carrier D,Consumer Goods,2398.9,219.7,282.46,1.5,1.47,-0.03,False,9.9,False,4.5
SHP1592,2026-01-05,Monday,False,North,Road,Carrier B,Textiles,257.0,215.0,29.62,3.0,1.41,-1.59,False,8.2,False,3.5
SHP1593,2026-03-24,Tuesday,False,South,Rail,Carrier B,Consumer Goods,1025.7,269.9,76.83,4.5,3.05,-1.45,False,8.1,False,4.5
SHP1594,2026-02-20,Friday,False,Central,Road,Carrier A,Machinery,841.7,1494.9,150.06,3.0,2.77,-0.23,False,7.9,False,4.5
SHP1595,2026-01-10,Saturday,True,East,Road,Carrier D,Electronics,86.3,22.4,24.69,3.0,1.93,-1.07,False,8.8,False,5.0
SHP1596,2026-05-20,Wednesday,False,West,Air,Carrier A,Electronics,1668.6,232.5,238.22,1.5,0.72,-0.78,False,8.2,False,4.0
SHP1597,2026-01-04,Sunday,True,North,Road,Carrier B,Perishables,682.5,503.6,62.76,3.0,2.27,-0.73,False,10.4,False,4.0
SHP1598,2026-04-05,Sunday,True,North,Road,Carrier A,Textiles,426.9,165.7,34.29,3.0,2.37,-0.63,False,9.1,False,5.0
SHP1599,2026-05-26,Tuesday,False,North,Road,Carrier D,Machinery,612.0,1023.5,85.9,3.0,2.68,-0.32,False,8.7,False,4.0
SHP1600,2026-03-21,Saturday,True,North,Sea,Carrier C,Consumer Goods,5191.0,360.0,247.45,10.0,12.74,2.74,True,8.4,False,3.5
SHP1601,2026-02-05,Thursday,False,South,Air,Carrier C,Electronics,1962.4,259.0,311.43,1.5,0.84,-0.66,False,6.6,False,4.0
SHP1602,2026-01-25,Sunday,True,North,Road,Carrier A,Electronics,551.8,314.2,43.84,3.0,2.88,-0.12,False,8.5,False,4.0
SHP1603,2026-04-08,Wednesday,False,North,Road,Carrier C,Consumer Goods,468.4,524.5,49.97,3.0,1.7,-1.3,False,7.2,False,4.5
SHP1604,2026-06-13,Saturday,True,North,Road,Carrier B,Electronics,509.6,287.0,39.96,3.0,2.12,-0.88,False,9.2,False,4.5
SHP1605,2026-04-11,Saturday,True,East,Air,Carrier D,Textiles,3271.8,367.7,547.92,1.5,2.47,0.97,True,8.1,False,4.5
SHP1606,2026-01-09,Friday,False,North,Rail,Carrier D,Machinery,877.6,1560.0,106.08,4.5,3.14,-1.36,False,11.8,False,3.5
SHP1607,2026-03-02,Monday,False,South,Road,Carrier A,Textiles,379.4,264.7,31.76,3.0,2.28,-0.72,False,6.0,False,4.5
SHP1608,2026-02-22,Sunday,True,East,Road,Carrier C,Electronics,658.4,199.5,39.11,3.0,2.36,-0.64,False,2.3,False,4.5
SHP1609,2026-05-26,Tuesday,False,West,Road,Carrier A,Electronics,281.4,162.0,29.34,3.0,1.6,-1.4,False,9.0,False,4.0
SHP1610,2026-06-20,Saturday,True,North,Rail,Carrier B,Electronics,684.8,176.0,85.81,4.5,2.25,-2.25,False,7.2,False,5.0
SHP1611,2026-06-12,Friday,False,West,Air,Carrier A,Machinery,1374.2,1977.4,959.32,1.5,1.62,0.12,True,8.8,False,4.5
SHP1612,2026-03-04,Wednesday,False,West,Road,Carrier B,Textiles,398.8,121.4,26.12,3.0,1.87,-1.13,False,6.0,False,4.5
SHP1613,2026-05-01,Friday,False,North,Road,Carrier B,Perishables,407.6,1024.5,71.11,3.0,2.04,-0.96,False,12.3,False,4.5
SHP1614,2026-04-15,Wednesday,False,Central,Road,Carrier C,Machinery,589.8,1807.2,131.37,3.0,2.29,-0.71,False,7.7,False,3.5
SHP1615,2026-01-04,Sunday,True,Central,Sea,Carrier B,Consumer Goods,3089.2,93.5,201.68,10.0,9.04,-0.96,False,7.1,False,4.0
SHP1616,2026-04-03,Friday,False,North,Road,Carrier C,Electronics,597.9,147.6,34.17,3.0,1.85,-1.15,False,12.3,False,4.5
SHP1617,2026-06-18,Thursday,False,South,Air,Carrier B,Textiles,2404.9,115.6,222.92,1.5,1.19,-0.31,False,10.2,False,4.5
SHP1618,2026-06-22,Monday,False,West,Rail,Carrier A,Machinery,671.3,1085.1,94.0,4.5,2.98,-1.52,False,11.3,False,5.0
SHP1619,2026-06-27,Saturday,True,West,Road,Carrier C,Perishables,618.5,1108.1,96.06,3.0,2.37,-0.63,False,8.2,False,4.0
SHP1620,2026-01-28,Wednesday,False,North,Road,Carrier A,Perishables,636.7,233.6,36.44,3.0,2.95,-0.05,False,8.6,False,4.0
SHP1621,2026-06-19,Friday,False,North,Road,Carrier B,Machinery,97.8,912.6,34.36,3.0,2.1,-0.9,False,7.3,False,4.5
SHP1622,2026-03-21,Saturday,True,South,Rail,Carrier C,Consumer Goods,1002.7,246.0,73.77,4.5,3.96,-0.54,False,7.1,False,4.5
SHP1623,2026-03-17,Tuesday,False,East,Air,Carrier B,Consumer Goods,1445.5,353.7,223.59,1.5,0.5,-1.0,False,9.3,False,3.5
SHP1624,2026-04-26,Sunday,True,West,Rail,Carrier A,Machinery,1356.1,1489.2,165.51,4.5,4.03,-0.47,False,7.8,False,4.0
SHP1625,2026-03-10,Tuesday,False,South,Road,Carrier B,Consumer Goods,346.7,101.1,24.38,3.0,1.12,-1.88,False,12.9,False,4.5
SHP1626,2026-04-08,Wednesday,False,East,Road,Carrier D,Perishables,182.1,723.0,39.84,3.0,1.04,-1.96,False,10.2,False,4.5
SHP1627,2026-01-01,Thursday,False,West,Sea,Carrier C,Machinery,3464.2,2997.0,370.77,10.0,9.44,-0.56,False,12.3,False,4.5
SHP1628,2026-06-16,Tuesday,False,North,Air,Carrier C,Textiles,1172.1,519.1,252.94,1.5,0.83,-0.67,False,4.0,False,4.0
SHP1629,2026-04-06,Monday,False,South,Road,Carrier C,Electronics,619.9,142.7,28.3,3.0,1.72,-1.28,False,12.3,False,4.5
SHP1630,2026-01-17,Saturday,True,West,Sea,Carrier A,Machinery,2529.7,843.3,261.21,10.0,7.54,-2.46,False,3.7,False,5.0
SHP1631,2026-04-22,Wednesday,False,Central,Rail,Carrier B,Textiles,893.9,680.0,88.66,4.5,2.13,-2.37,False,6.0,False,3.0
SHP1632,2026-04-01,Wednesday,False,East,Rail,Carrier C,Perishables,1441.0,571.1,86.07,4.5,3.74,-0.76,False,5.0,False,4.5
SHP1633,2026-03-29,Sunday,True,East,Air,Carrier A,Consumer Goods,2569.0,1412.1,1264.65,1.5,2.29,0.79,True,9.0,False,3.5
SHP1634,2026-06-12,Friday,False,North,Sea,Carrier A,Electronics,4073.4,139.7,211.24,10.0,11.14,1.14,True,8.5,False,3.5
SHP1635,2026-06-23,Tuesday,False,East,Rail,Carrier A,Perishables,855.3,450.6,83.36,4.5,2.89,-1.61,False,10.1,False,4.0
SHP1636,2026-06-19,Friday,False,East,Road,Carrier B,Electronics,526.6,78.7,25.95,3.0,2.03,-0.97,False,8.3,False,4.5
SHP1637,2026-06-16,Tuesday,False,South,Road,Carrier D,Consumer Goods,587.8,730.1,65.55,3.0,2.27,-0.73,False,11.0,False,5.0
SHP1638,2026-03-31,Tuesday,False,South,Sea,Carrier A,Machinery,2316.1,1367.8,226.73,10.0,7.41,-2.59,False,6.6,False,4.0
SHP1639,2026-02-18,Wednesday,False,South,Road,Carrier B,Perishables,620.3,603.5,60.17,3.0,1.48,-1.52,False,11.0,False,4.0
SHP1640,2026-02-07,Saturday,True,North,Road,Carrier A,Machinery,229.7,2931.1,98.03,3.0,2.46,-0.54,False,8.4,False,4.0
SHP1641,2026-05-31,Sunday,True,South,Road,Carrier D,Textiles,564.5,334.7,47.27,3.0,4.22,1.22,True,13.2,False,4.0
SHP1642,2026-05-30,Saturday,True,North,Road,Carrier A,Consumer Goods,228.6,833.3,49.14,3.0,2.19,-0.81,False,10.2,False,4.0
SHP1643,2026-05-12,Tuesday,False,South,Rail,Carrier B,Textiles,1587.0,367.9,92.68,4.5,3.75,-0.75,False,7.9,False,4.0
SHP1644,2026-06-26,Friday,False,North,Sea,Carrier C,Textiles,4416.0,378.4,267.91,10.0,10.61,0.61,True,8.4,False,4.0
SHP1645,2026-02-28,Saturday,True,Central,Road,Carrier C,Consumer Goods,138.8,196.5,29.91,3.0,1.31,-1.69,False,6.5,False,4.0
SHP1646,2026-03-09,Monday,False,East,Road,Carrier B,Perishables,449.8,730.8,62.66,3.0,1.57,-1.43,False,9.2,False,4.5
SHP1647,2026-05-10,Sunday,True,West,Road,Carrier B,Electronics,345.7,163.5,30.04,3.0,2.23,-0.77,False,7.9,False,4.5
SHP1648,2026-02-18,Wednesday,False,West,Sea,Carrier B,Machinery,2732.3,1250.0,263.9,10.0,8.11,-1.89,False,9.9,False,4.0
SHP1649,2026-05-06,Wednesday,False,East,Rail,Carrier A,Consumer Goods,951.5,652.5,87.13,4.5,2.43,-2.07,False,5.8,False,4.5
SHP1650,2026-06-08,Monday,False,North,Road,Carrier A,Textiles,264.4,118.5,25.5,3.0,1.58,-1.42,False,7.8,False,5.0
SHP1651,2026-04-21,Tuesday,False,East,Sea,Carrier B,Electronics,4413.8,39.0,165.81,10.0,10.56,0.56,True,6.2,False,4.5
SHP1652,2026-06-17,Wednesday,False,East,Sea,Carrier A,Perishables,4345.6,126.6,225.68,10.0,10.44,0.44,True,6.3,False,4.0
SHP1653,2026-02-17,Tuesday,False,West,Sea,Carrier A,Textiles,3921.7,278.2,205.32,10.0,9.19,-0.81,False,9.7,False,4.5
SHP1654,2026-02-20,Friday,False,East,Sea,Carrier C,Electronics,3476.6,398.1,220.38,10.0,9.26,-0.74,False,10.7,False,4.5
SHP1655,2026-02-12,Thursday,False,North,Road,Carrier D,Machinery,582.0,598.2,63.47,3.0,2.64,-0.36,False,3.8,False,4.5
SHP1656,2026-04-08,Wednesday,False,South,Air,Carrier C,Consumer Goods,2354.0,222.7,300.93,1.5,1.58,0.08,True,12.2,False,4.0
SHP1657,2026-06-26,Friday,False,South,Road,Carrier A,Textiles,541.0,284.2,44.24,3.0,2.11,-0.89,False,11.3,False,4.5
SHP1658,2026-05-04,Monday,False,West,Sea,Carrier A,Perishables,1925.8,501.0,221.41,10.0,5.7,-4.3,False,5.8,False,4.0
SHP1659,2026-03-21,Saturday,True,East,Air,Carrier D,Textiles,1248.1,461.5,343.27,1.5,1.49,-0.01,False,10.2,False,5.0
SHP1660,2026-04-21,Tuesday,False,South,Air,Carrier A,Electronics,1612.4,211.9,224.92,1.5,1.11,-0.39,False,7.6,False,4.5
SHP1661,2026-05-23,Saturday,True,Central,Rail,Carrier A,Consumer Goods,383.5,219.4,64.21,4.5,3.38,-1.12,False,8.3,False,4.5
SHP1662,2026-01-27,Tuesday,False,West,Road,Carrier C,Textiles,494.8,296.5,39.89,3.0,2.38,-0.62,False,9.7,False,5.0
SHP1663,2026-06-07,Sunday,True,South,Road,Carrier C,Textiles,732.2,92.9,32.44,3.0,3.27,0.27,True,9.5,False,4.5
SHP1664,2026-06-13,Saturday,True,North,Sea,Carrier C,Machinery,5002.0,1243.6,368.43,10.0,12.4,2.4,True,7.4,False,3.5
SHP1665,2026-04-23,Thursday,False,North,Sea,Carrier A,Textiles,4387.6,113.6,200.39,10.0,10.51,0.51,True,7.3,True,4.5
SHP1666,2026-03-27,Friday,False,South,Road,Carrier A,Machinery,595.5,1093.3,82.42,3.0,1.97,-1.03,False,7.5,False,5.0
SHP1667,2026-04-24,Friday,False,North,Road,Carrier D,Electronics,893.1,136.1,35.67,3.0,3.26,0.26,True,10.8,False,4.0
SHP1668,2026-05-04,Monday,False,North,Road,Carrier A,Consumer Goods,618.8,749.1,72.47,3.0,1.88,-1.12,False,4.8,False,4.5
SHP1669,2026-02-18,Wednesday,False,South,Air,Carrier C,Consumer Goods,2447.9,169.6,244.27,1.5,0.8,-0.7,False,8.2,False,4.5
SHP1670,2026-03-17,Tuesday,False,North,Sea,Carrier C,Machinery,1773.3,2226.7,305.46,10.0,6.39,-3.61,False,11.6,False,4.0
SHP1671,2026-02-24,Tuesday,False,Central,Road,Carrier C,Consumer Goods,716.6,203.8,35.38,3.0,2.64,-0.36,False,9.9,False,4.5
SHP1672,2026-02-25,Wednesday,False,North,Road,Carrier B,Electronics,529.7,23.0,27.97,3.0,1.07,-1.93,False,10.6,False,4.5
SHP1673,2026-04-05,Sunday,True,East,Sea,Carrier A,Textiles,3404.3,405.8,232.32,10.0,10.29,0.29,True,8.2,False,4.0
SHP1674,2026-02-13,Friday,False,South,Air,Carrier C,Machinery,1570.7,2380.2,1433.84,1.5,0.82,-0.68,False,6.2,False,4.5
SHP1675,2026-06-08,Monday,False,Central,Road,Carrier D,Machinery,340.3,1575.7,68.46,3.0,1.35,-1.65,False,8.6,False,4.0
SHP1676,2026-03-28,Saturday,True,North,Rail,Carrier D,Textiles,1339.9,456.7,89.12,4.5,3.82,-0.68,False,7.1,True,4.5
SHP1677,2026-06-30,Tuesday,False,South,Road,Carrier A,Perishables,444.3,1493.9,76.22,3.0,1.22,-1.78,False,13.0,False,4.5
SHP1678,2026-03-25,Wednesday,False,Central,Road,Carrier A,Electronics,347.7,165.1,30.42,3.0,1.62,-1.38,False,8.2,False,5.0
SHP1679,2026-05-31,Sunday,True,Central,Rail,Carrier D,Textiles,630.0,537.0,85.08,4.5,2.59,-1.91,False,9.8,False,4.5
SHP1680,2026-06-05,Friday,False,West,Rail,Carrier C,Electronics,959.7,286.8,75.18,4.5,2.98,-1.52,False,11.9,False,4.0
SHP1681,2026-01-16,Friday,False,South,Sea,Carrier D,Consumer Goods,3068.5,565.2,231.98,10.0,9.69,-0.31,False,6.3,False,4.5
SHP1682,2026-06-14,Sunday,True,North,Rail,Carrier A,Electronics,694.3,293.8,70.77,4.5,2.84,-1.66,False,3.9,False,3.0
SHP1683,2026-05-29,Friday,False,West,Air,Carrier C,Electronics,832.5,87.9,140.22,1.5,1.01,-0.49,False,9.5,False,4.5
SHP1684,2026-05-25,Monday,False,Central,Road,Carrier C,Textiles,641.9,744.1,66.68,3.0,2.93,-0.07,False,9.9,False,4.0
SHP1685,2026-02-06,Friday,False,East,Road,Carrier C,Machinery,422.4,1600.6,87.58,3.0,1.83,-1.17,False,7.7,False,4.5
SHP1686,2026-03-18,Wednesday,False,East,Road,Carrier B,Consumer Goods,233.0,447.0,34.88,3.0,1.52,-1.48,False,6.2,False,5.0
SHP1687,2026-05-27,Wednesday,False,South,Road,Carrier A,Machinery,395.8,615.7,53.46,3.0,1.41,-1.59,False,9.1,False,5.0
SHP1688,2026-06-07,Sunday,True,West,Air,Carrier C,Perishables,2184.4,529.5,531.01,1.5,2.48,0.98,True,8.5,False,4.0
SHP1689,2026-02-14,Saturday,True,North,Sea,Carrier A,Consumer Goods,3534.6,321.8,247.51,10.0,9.88,-0.12,False,9.1,False,4.0
SHP1690,2026-05-26,Tuesday,False,South,Road,Carrier B,Textiles,488.2,169.1,32.62,3.0,2.61,-0.39,False,6.2,False,4.0
SHP1691,2026-03-03,Tuesday,False,East,Road,Carrier D,Electronics,458.5,168.8,31.13,3.0,1.87,-1.13,False,9.1,False,4.0
SHP1692,2026-06-13,Saturday,True,East,Sea,Carrier B,Textiles,1967.8,227.3,232.05,10.0,7.59,-2.41,False,10.1,False,4.5
SHP1693,2026-04-10,Friday,False,South,Road,Carrier D,Consumer Goods,639.7,495.2,51.71,3.0,1.67,-1.33,False,5.5,False,4.5
SHP1694,2026-02-21,Saturday,True,North,Rail,Carrier A,Textiles,302.1,354.5,69.68,4.5,2.21,-2.29,False,11.4,False,4.0
SHP1695,2026-01-19,Monday,False,West,Air,Carrier C,Perishables,2123.1,810.0,732.47,1.5,0.89,-0.61,False,9.0,False,4.0
SHP1696,2026-04-19,Sunday,True,South,Rail,Carrier D,Electronics,1115.4,212.7,73.37,4.5,2.79,-1.71,False,10.2,False,4.0
SHP1697,2026-02-13,Friday,False,East,Road,Carrier A,Electronics,406.0,345.6,38.79,3.0,1.22,-1.78,False,5.9,False,4.0
SHP1698,2026-01-07,Wednesday,False,North,Road,Carrier A,Textiles,520.7,180.7,26.82,3.0,1.58,-1.42,False,9.9,False,5.0
SHP1699,2026-06-21,Sunday,True,East,Air,Carrier B,Machinery,1606.0,1360.8,871.77,1.5,1.06,-0.44,False,5.2,False,4.0
SHP1700,2026-04-27,Monday,False,East,Rail,Carrier A,Electronics,1027.9,142.4,63.97,4.5,3.3,-1.2,False,6.6,False,4.5
SHP1701,2026-03-09,Monday,False,North,Road,Carrier C,Consumer Goods,648.6,279.0,41.68,3.0,2.29,-0.71,False,9.0,False,5.0
SHP1702,2026-02-03,Tuesday,False,South,Air,Carrier D,Consumer Goods,1245.5,486.0,307.77,1.5,0.59,-0.91,False,7.9,False,4.5
SHP1703,2026-03-10,Tuesday,False,North,Road,Carrier B,Machinery,584.8,2053.8,134.6,3.0,1.24,-1.76,False,8.6,False,4.0
SHP1704,2026-02-24,Tuesday,False,North,Air,Carrier A,Consumer Goods,2984.7,467.5,549.35,1.5,1.04,-0.46,False,12.4,False,5.0
SHP1705,2026-01-10,Saturday,True,Central,Road,Carrier B,Electronics,502.9,164.1,36.1,3.0,3.25,0.25,True,8.5,False,4.5
SHP1706,2026-02-11,Wednesday,False,South,Sea,Carrier C,Textiles,2896.3,200.0,182.56,10.0,7.82,-2.18,False,9.9,False,3.5
SHP1707,2026-02-10,Tuesday,False,West,Road,Carrier A,Machinery,902.6,1009.9,107.99,3.0,2.34,-0.66,False,8.4,False,5.0
SHP1708,2026-05-02,Saturday,True,South,Road,Carrier C,Consumer Goods,467.7,304.8,37.79,3.0,2.4,-0.6,False,8.3,False,4.5
SHP1709,2026-05-18,Monday,False,West,Road,Carrier C,Consumer Goods,496.3,306.0,42.28,3.0,2.04,-0.96,False,6.5,False,4.5
SHP1710,2026-01-10,Saturday,True,West,Road,Carrier C,Perishables,500.5,1003.8,70.05,3.0,2.06,-0.94,False,9.2,False,5.0
SHP1711,2026-04-12,Sunday,True,East,Sea,Carrier A,Consumer Goods,4037.4,360.0,267.09,10.0,10.2,0.2,True,13.6,False,4.5
SHP1712,2026-05-08,Friday,False,East,Sea,Carrier C,Electronics,3093.4,156.8,209.51,10.0,9.1,-0.9,False,8.7,False,5.0
SHP1713,2026-06-28,Sunday,True,South,Road,Carrier A,Consumer Goods,488.0,362.5,37.73,3.0,2.28,-0.72,False,8.0,False,5.0
SHP1714,2026-05-29,Friday,False,South,Road,Carrier A,Consumer Goods,640.4,263.2,37.35,3.0,2.29,-0.71,False,10.8,False,4.5
SHP1715,2026-05-16,Saturday,True,Central,Air,Carrier D,Electronics,1538.6,55.2,169.73,1.5,2.0,0.5,True,10.5,False,3.5
SHP1716,2026-04-02,Thursday,False,Central,Sea,Carrier C,Consumer Goods,2996.0,900.0,270.0,10.0,7.86,-2.14,False,9.4,False,3.5
SHP1717,2026-04-23,Thursday,False,Central,Rail,Carrier A,Electronics,797.8,10.0,55.37,4.5,3.0,-1.5,False,7.9,False,4.5
SHP1718,2026-03-19,Thursday,False,North,Road,Carrier A,Textiles,230.4,297.8,35.07,3.0,1.95,-1.05,False,10.8,False,5.0
SHP1719,2026-03-26,Thursday,False,West,Road,Carrier A,Textiles,313.4,51.6,26.4,3.0,1.42,-1.58,False,8.7,False,4.0
SHP1720,2026-01-30,Friday,False,Central,Rail,Carrier A,Machinery,646.7,1172.2,100.77,4.5,2.31,-2.19,False,10.3,False,4.0
SHP1721,2026-02-18,Wednesday,False,North,Road,Carrier A,Consumer Goods,449.9,254.6,31.89,3.0,1.05,-1.95,False,6.9,False,4.5
SHP1722,2026-01-09,Friday,False,North,Rail,Carrier A,Machinery,1192.7,2131.7,168.05,4.5,3.52,-0.98,False,7.3,False,4.0
SHP1723,2026-05-25,Monday,False,West,Road,Carrier B,Textiles,740.7,370.2,51.33,3.0,1.33,-1.67,False,8.7,False,4.5
SHP1724,2026-03-10,Tuesday,False,East,Air,Carrier C,Consumer Goods,1840.0,236.2,252.58,1.5,1.3,-0.2,False,6.0,False,4.5
SHP1725,2026-02-27,Friday,False,Central,Road,Carrier C,Consumer Goods,541.3,473.5,36.84,3.0,1.42,-1.58,False,7.8,False,4.5
SHP1726,2026-03-03,Tuesday,False,North,Rail,Carrier C,Electronics,985.2,123.7,64.48,4.5,3.46,-1.04,False,5.9,False,5.0
SHP1727,2026-02-21,Saturday,True,West,Road,Carrier A,Consumer Goods,31.3,264.0,23.43,3.0,1.78,-1.22,False,5.4,False,4.0
SHP1728,2026-02-09,Monday,False,North,Rail,Carrier D,Electronics,498.2,292.2,60.85,4.5,1.96,-2.54,False,13.4,False,4.5
SHP1729,2026-06-15,Monday,False,North,Road,Carrier D,Consumer Goods,602.3,153.8,29.6,3.0,2.65,-0.35,False,7.3,False,4.0
SHP1730,2026-06-20,Saturday,True,North,Rail,Carrier D,Perishables,1200.5,976.3,132.79,4.5,4.32,-0.18,False,7.5,False,5.0
SHP1731,2026-03-04,Wednesday,False,West,Rail,Carrier D,Electronics,1192.5,137.4,75.17,4.5,3.47,-1.03,False,8.7,False,4.5
SHP1732,2026-05-27,Wednesday,False,West,Rail,Carrier D,Textiles,837.8,137.2,66.95,4.5,2.98,-1.52,False,6.4,False,5.0
SHP1733,2026-02-19,Thursday,False,East,Rail,Carrier B,Machinery,201.8,1471.0,72.01,4.5,1.9,-2.6,False,7.5,False,3.5
SHP1734,2026-06-10,Wednesday,False,South,Rail,Carrier A,Textiles,540.0,535.8,73.19,4.5,2.49,-2.01,False,12.2,False,4.5
SHP1735,2026-05-21,Thursday,False,Central,Sea,Carrier C,Electronics,2449.4,66.5,221.66,10.0,7.34,-2.66,False,9.2,True,4.5
SHP1736,2026-03-19,Thursday,False,South,Road,Carrier C,Machinery,575.8,2265.1,119.79,3.0,2.2,-0.8,False,10.5,False,5.0
SHP1737,2026-04-07,Tuesday,False,West,Sea,Carrier C,Consumer Goods,3071.2,296.4,199.44,10.0,8.24,-1.76,False,11.6,True,4.0
SHP1738,2026-02-12,Thursday,False,East,Road,Carrier B,Textiles,788.1,545.3,68.79,3.0,2.3,-0.7,False,8.9,False,4.5
SHP1739,2026-06-26,Friday,False,South,Road,Carrier A,Electronics,743.5,141.6,37.82,3.0,3.57,0.57,True,8.1,False,4.0
